宁都县城郊卫生院土围诊所,NDXCJWSYTWZS,DWI00023562
乐平市常青药店,LPSCQYD,DWI00020987
乐平市接渡药店,LPSJDYD,DWI00005249
乐平市顺通药店,LPSSTYD,DWI00002808
乐平范有金诊所,LPFYJZS,DWI00001471
九江市同心药店,JJSTXYD,DWI00005494
九江市大众药房,JJSDZYF,DWI00005056
于都县三九药店,YDXSJYD,DWI00020200
于都友邦大药房,YDYBDYF,DWI00020410
众埠魏税军诊所,ZBWSJZS,DWI00020116
信丰保生堂药房,XFBSTYF,DWI00016183
信丰县福康药店,XFXFKYD,DWI00003886
吉安县杏林药店,JAXXLYD,DWI00020951
吉安县益康药店,JAXYKYD,DWI00013383
吉安县荣记药店,JAXRJYD,DWI00019227
石城县利民康药店,SCXLMKYD,DWI00021138
红亮垦殖场卫生所,HLKZCWSS,DWI00003913
莲花县健康大药房,LHXJKDYF,DWI00017395
萍乡市众康大药房,PXSZKDYF,DWI00014226
解放街石金生诊所,JFJSJSZS,DWI00017891
贵溪市健康大药房,GXSJKDYF,DWI00004219
资溪县千方大药房,ZXXQFDYF,DWI00008299
赣县南塘友康药店,GXNTYKYD,DWI00010631
赣县横溪百姓药房,GXHXBXYF,DWI00013984
赣县沙地福康药店,GXSDFKYD,DWI00009514
赣县沙地长春药店,GXSDCCYD,DWI00009095
赣县田村康兴药店,GXTCKXYD,DWI00008986
赣州市仁惠大药房,GZSRHDYF,DWI00010101
铅山县芝林大药房,QSXZLDYF,DWI00003419
高安市百姓大药房,GASBXDYF,DWI00000849
高陂泗源村卫生所,GYCWSS,DWI00020013
余干县古埠镇药店*,YGXGBZYD*,DWI00006103
峡江县诚信大药房*,XJXCXDYF*,DWI00000904
吉安市康太药店,JASKTYD,DWI00006718
城区罗秀山诊所,CQLXSZS,DWI00006832
堆甲村委卫生所,DJCWWSS,DWI00014887
奉新县上富药店,FXXSFYD,DWI00002906
奉新县利民药店,FXXLMYD,DWI00002330
奉新瑞康大药房,FXRKDYF,DWI00014813
定南百信大药房,DNBXDYF,DWI00002686
宜丰县花桥药店,YFXHQYD,DWI00001004
峡江县人民药店,XJXRMYD,DWI00002685
赣州市经济技术开发区蟠龙众康平价大药房,GZSJJJSKFQLZKPJDYF,DWI00019760
赣州市经济技术开发区金东路华尔康大药房,GZSJJJSKFQJDLHEKDYF,DWI00010459
吉安市吉州区仁山坪大药房(原民康堂大药房),JASJZQRSPDYF(YMKTDYF),DWI00015615
江西黄庆仁栈华氏大药房有限公司(梨树园店),JXHQRZHSDYFYXGS(LSYD),DWI00017879
丽水市神农堂大药房,LSSSNTDYF,DWI00023084
增田镇长江村卫生所,ZTZCJCWSS,DWI00007378
宁海县太德堂大药房,NHXTDTDYF,DWI00007604
景德镇市民典大药房,JDZSMDDYF,DWI00018607
永新县烟阁百姓药店,YXXYGBXYD,DWI00007798
高陂镇彭门村卫生所,GZPMCWSS,DWI00023593
黎川县新天佑大药房,LCXXTYDYF,DWI00022636
徐杨村卫生所(徐长生),XYCWSS(XCS),DWI00013207
信丰朝阳大药房水东店,XFCYDYFSDD,DWI00021520
夏埠乡夏埠彭春莲诊所,XBXXBPCLZS,DWI00021963
江西沧海药业有限公司,JXCHYYYXGS,DWI00023939
九江永康大药房梅绽坡店,JJYKDYFMZPD,DWI00018801
湖口县张青大药店,HKXZQDYD,DWI00022467
铅山县益生堂药房,QSXYSTYF,DWI00023959
高安市药都人药房,GASYDRYF,DWI00020617
上固乡桥背村卫生室,SGXQBCWSS,DWI00020344
井冈山市新城镇健康药店,JGSSXCZJKYD,DWI00023385
抚州市临川区江南大药房,FZSLCQJNDYF,DWI00022504
抚州市金巢区广德大药房,FZSJCQGDDYF,DWI00023946
横水镇上营村第二卫生所,HSZSYCDEWSS,DWI00020811
欧里镇白梅村第二卫生所,OLZBMCDEWSS,DWI00018332
里口村卫生所（彭恭淋）,LKCWSSPGL,DWI00010020
乐安县湖坪乡参陂村卫生所,LAXHPXCCWSS,DWI00017965
南城县沙洲镇水口村卫生所,NCXSZZSKCWSS,DWI00015731
城西社区卫生室（滕继远）,CXSQWSSJY,DWI00007586
奉新县干洲镇岗上村卫生所,FXXGZZGSCWSS,DWI00000010
德安县磨溪乡新田村卫生所,DAXMXXXTCWSS,DWI00009824
江西省余江县医药有限公司,JXSYJXYYYXGS,DWI00002365
金竹乡严坑村卫生所(谢安全),JZXYKCWSS(XAQ),DWI00015271
婺源县鄣公山共大卫校门诊部,YXGSGDWXMZB,DWI00023631
安源区五陂镇红旗分场卫生所,AYQWZHQFCWSS,DWI00021540
棉船升州村一组分所（方恒）,MCSZCYZFSFH,DWI00007244
抚州华民康大药房连锁有限公司,FZHMKDYFLSYXGS,DWI00023689
抚州市众康平价大药房有限公司,FZSZKPJDYFYXGS,DWI00023969
大鄣山乡古担村委会张溪村卫生室,DSXGDCWHZXCWSS,DWI00023971
安源区五陂镇卫生院丹江街门诊部,AYQWZWSYDJJMZB,DWI00009069
宽田乡龙泉村卫生所下坝子医疗店,KTXLQCWSSXBZYLD,DWI00017784
弋阳县朱坑乡长源村杨建东卫生室,YXZKXCYCYJDWSS,DWI00020035
洪家咀乡中山村卫生所汤爱美卫生室,HJJXZSCWSSTAMWSS,DWI00019798
弋阳县南岩镇旗山分场卫生所(童金旺),YXNYZQSFCWSS(TJW),DWI00021380
宜黄县神岗乡尧坊村卫生所（张绍先）,YHXSGXYFCWSSZSX,DWI00019048
江西省核工业地质局二六三大队职工医院,JXSHGYDZJELSDDZGYY,DWI00023865
甘胜华诊所,GSHZS,DWI00022114
杨洲村卫生所,YZCWSS,DWI00006519
丰城市新城大药房,FCSXCDYF,DWI00023940
宜黄县真亮堂大药房,YHXZLTDYF,DWI00024047
南康大窝华康平价大药房,NKDWHKPJDYF,DWI00009078
铜鼓县排埠镇中心卫生院,TGXPBZZXWSY,DWI00018830
东村乡澄江村何求道卫生室,DCXCJCHQDWSS,DWI00018091
吉安市青原区福瑞祥大药房,JASQYQFRXDYF,DWI00023923
宜春市袁州区湖田诚信药店,YCSYZQHTCXYD,DWI00023986
鄱阳县湖城健康开心人大药房,YXHCJKKXRDYF,DWI00023432
宁都田埠乡田埠村卫生所(六)(雷洪),NDTBXTBCWSS(L)(LH),DWI00021536
广昌县驿前镇驿前村卫生所(赖北芳),GCXQZQCWSS(LBF),DWI00004381
台州市聚仁堂药店有限公司大溪东桥店,TZSJRTYDYXGSDXDQD,DWI00023358
江西康力药品物流有限公司龙南分公司,JXKLYPWLYXGSLNFGS,DWI00018428
彭泽县棉花原种场卫生所第二分所(高雪萍),PZXMHYZCWSSDEFS(GXP),DWI00007074
江西康力药品物流有限公司(杨红保)原杨李,JXKLYPWLYXGS(YHB)YYL,DWI00011215
藤田镇藤田村卫生所三室,TTZTTCWSSSS,DWI00006988
袁河办送桥村第一卫生所,YHBSQCDYWSS,DWI00015123
西分村卫生所江民鲜诊室,XFCWSSJMXZS,DWI00020375
西港村卫生所占哲民诊室,XGCWSSZZMZS,DWI00014935
西湖村卫生所计景前诊室,XHCWSSJJQZS,DWI00017136
观巢镇上汾村第一卫生所,GCZSFCDYWSS,DWI00017570
江西康力药品物流有限公司(曾龙春),JXKLYPWLYXGS(ZLC),DWI00013103
江西康力药品物流有限公司(李艳峰),JXKLYPWLYXGS(LYF),DWI00011210
江西康力药品物流有限公司(李贱如),JXKLYPWLYXGS(LJR),DWI00010628
江西康力药品物流有限公司(段广多),JXKLYPWLYXGS(DGD),DWI00002675
江西康力药品物流有限公司(熊宇繁),JXKLYPWLYXGS(XYF),DWI00001376
江西康力药品物流有限公司(肖少平),JXKLYPWLYXGS(XSP),DWI00002530
江西康力药品物流有限公司(胡文倩),JXKLYPWLYXGS(HW),DWI00003128
江西康力药品物流有限公司(陈国平),JXKLYPWLYXGS(CGP),DWI00002752
江西康力药品物流有限公司(陈桂珍),JXKLYPWLYXGS(CGZ),DWI00011205
江西康力药品物流有限公司(黄红森),JXKLYPWLYXGS(HHS),DWI00002677
江西永通药业有限责任公司(何显华),JXYTYYYXZRGS(HXH),DWI00021175
都昌县南峰乡南峰村卫生所(余秋珍),DCXNFXNFCWSS(YQZ),DWI00020400
都昌县南峰乡大山村卫生所(徐坤龙),DCXNFXDSCWSS(XKL),DWI00020396
都昌县南峰乡油山村卫生所(余传林),DCXNFXYSCWSS(YCL),DWI00020394
都昌县南峰乡白水村卫生所(余安开),DCXNFXBSCWSS(YAK),DWI00020398
都昌县南峰乡石桥村卫生所(冯上国),DCXNFXSQCWSS(FSG),DWI00020399
铁石口镇兰屋村第一卫生所(赖圣财),TSKZLWCDYWSS(LSC),DWI00013115
铁石口镇建华村第七卫生所(周吉平),TSKZJHCDQWSS(ZJP),DWI00013400
铁石口镇建华村第二卫生所(张志勇),TSKZJHCDEWSS(ZZY),DWI00013045
靖安县中源乡三坪村卫生所(蔡嗣辉),JAXZYXSPCWSS(CSH),DWI00014086
龙南县杨村镇崇德街卫生所(徐林才),LNXYCZCDJWSS(XLC),DWI00018085
万年县神农实业有限公司为民大药房,WNXSNSYYXGSWMDYF,DWI00006219
彭泽县杨梓百姓药店,PZXYBXYD,DWI00007264
彭泽县渊明湖大药房,PZXYMHDYF,DWI00020143
彭泽县益寿堂大药房,PZXYSTDYF,DWI00016281
新余市医学会门诊部,XYSYXHMZB,DWI00014883
新余市康健园大药房,XYSKJYDYF,DWI00002695
新余市延生堂大药房,XYSYSTDYF,DWI00004303
新余市肉联厂卫生所,XYSRLCWSS,DWI00010390
新余胡中豪中医诊所,XYHZHZYZS,DWI00014918
新江乡大庄村卫生所,XJXDZCWSS,DWI00019654
景德镇市博爱大药店,JDZSBADYD,DWI00019888
景德镇市康信大药房,JDZSKXDYF,DWI00021091
万安县高陂郭氏药店,WAXGGSYD,DWI00018441
万年县医药有限公司,WNXYYYXGS,DWI00002966
万年县开心人大药房,WNXKXRDYF,DWI00002393
万年县石镇放心药房,WNXSZFXYF,DWI00002802
万载县万荣利民药店,WZXWRLMYD,DWI00000781
万载县中医院二门诊,WZXZYYEMZ,DWI00020915
万载县仙源利民药店,WZXXYLMYD,DWI00010544
万载县高村健民药店,WZXGCJMYD,DWI00018302
上固乡汉下村卫生室,SGXHXCWSS,DWI00018570
上犹县好又康大药房,SYXHYKDYF,DWI00019956
上犹县平富乡卫生院,SYXPFXWSY,DWI00020631
上饶县寿芝堂大药房,SRXSZTDYF,DWI00017504
上高县九九红大药房,SGXJJHDYF,DWI00000322
上高县锦江镇卫生院,SGXJJZWSY,DWI00000992
东乡县友帮人大药房,DXXYBRDYF,DWI00006445
东乡县合佳惠大药房,DXXHJHDYF,DWI00014487
东乡县红星悦康药店,DXXHXYKYD,DWI00000142
东乡县红星百姓药店,DXXHXBXYD,DWI00001559
东山镇滨江村卫生所,DSZBJCWSS,DWI00004036
东山镇茶亭村卫生所,DSZCTCWSS,DWI00009138
东山镇黄竹村卫生所,DSZHZCWSS,DWI00009299
丰城市大桥利民药店,FCSDQLMYD,DWI00001122
丰城市好医生大药房,FCSHYSDYF,DWI00010370
丰城市建新顺民药店,FCSJXSMYD,DWI00001783
丰城市石江便民药店,FCSSJBMYD,DWI00020746
丰城市荷湖百姓药房,FCSHHBXYF,DWI00018787
临江街道保和堂药店,LJJDBHTYD,DWI00016215
乐安县上大街卫生所,LAXSDJWSS,DWI00017958
乐平市不老堂大药房,LPSBLTDYF,DWI00018860
乐平市众埠上街药店,LPSZBSJYD,DWI00002259
乐平市南港百姓药房,LPSNGBXYF,DWI00020318
乐平市天和堂大药房,LPSTHTDYF,DWI00018847
乐平市开开心大药房,LPSKKXDYF,DWI00018792
乐平市爱心药品超市,LPSAXYPCS,DWI00018846
乐平市现代药品超市,LPSXDYPCS,DWI00018852
乐平市老百姓大药房,LPSLBXDYF,DWI00004539
九江县天天好大药房,JJXTTHDYF,DWI00013933
九江县老百姓大药房,JJXLBXDYF,DWI00013176
九江市中研京九医院,JJSZYJJYY,DWI00005559
广丰县壶山村卫生所（刘云兴）,GFXHSCWSSLYX,DWI00002276
广丰县庙林村卫生所（顾恒星）,GFXMLCWSSGHX,DWI00002060
彭泽县棉州村卫生所（朱正文）,PZXMZCWSSZZW,DWI00006766
抚州市临川区老百姓平价大药房,FZSLCQLBXPJDYF,DWI00018390
接渡刘家垅村卫生所（应兴胜）,JDLJCWSSYXS,DWI00018954
敖溪镇咸口村卫生所（吴海生）,AXZXKCWSSWHS,DWI00015144
新余市仙女湖区河下镇新兴药店,XYSXNHQHXZXXYD,DWI00004542
新余怀仁大药房有限公司玉紫店,XYHRDYFYXGSYZD,DWI00004034
新江乡三联村卫生所（王新莲）,XJXSLCWSSWXL,DWI00010342
景德镇健民大药房连锁有限公司,JDZJMDYFLSYXGS,DWI00017002
梅园街道军民路社区卫生服务站,MYJDJMLSQWSFWZ,DWI00013082
欧里镇皇华村卫生所（张新仁）,OLZHHCWSSZXR,DWI00018864
段屋乡胜利村卫生所迳口医疗点,DWXSLCWSSKYLD,DWI00016328
永泰镇孔灌村卫生所（周绍红）,YTZKGCWSSZSH,DWI00018670
永阳镇院背村卫生所（肖海宝）,YYZYBCWSSXHB,DWI00010139
江西丰成医药有限公司曲江药店,JXFCYYYXGSQJYD,DWI00005777
江西黄庆仁栈新庆余堂府前药店,JXHQRZXQYTFQYD,DWI00002129
湖口许氏皮肤科诊所（许明明）,HKXSPFKZSXMM,DWI00008219
罗江乡新屋村卫生所桅杆医疗点,LJXXWCWSSWGYLD,DWI00019165
胜利管理处赣新卫生所（新余）,SLGLCGXWSSXY,DWI00001789
花桥镇花桥村卫生所（李迎春）,HQZHQCWSSLYC,DWI00020138
萍乡市莲花县坊楼镇广益大药房,PXSLHXFLZGYDYF,DWI00014836
谷岗乡水口村卫生所（谢冬贵）,GGXSKCWSSXDG,DWI00015184
赛阳镇金桥村卫生所（章天煌）,SYZJQCWSSZTH,DWI00010127
霞峰镇方村村卫生所（刘仕富）,XFZFCCWSSLSF,DWI00009024
韶口乡田西村卫生所（胡定金）,SKXTXCWSSHDJ,DWI00018437
吉安市吉州区盛和大药房(广场店),JASJZQSHDYF(GCD),DWI00016473
四十里街村卫生所刘国旗诊室(余),SSLJCWSSLGQZS(Y),DWI00013788
姚圩镇姚圩村第八卫生所(廖秋生),YZYCDBWSS(LQS),DWI00014708
江西奇峰药业有限公司(庆仁药业),JXQFYYYXGS(QRYY),DWI00012803
江西康力药品物流有限公司(周强),JXKLYPWLYXGS(ZQ),DWI00002513
江西康力药品物流有限公司(朱亮),JXKLYPWLYXGS(ZL),DWI00002074
江西康力药品物流有限公司(杨军),JXKLYPWLYXGS(YJ),DWI00013100
江西康力药品物流有限公司(杨勇),JXKLYPWLYXGS(YY),DWI00002389
界水乡布下村第二卫生所(钟军民),JSXBXCDEWSS(ZJM),DWI00015512
界水乡黄溪村第三卫生所(黎永峰),JSXHXCDSWSS(LYF),DWI00015084
石庄乡卫生院第二门诊部(崇仁县),SZXWSYDEMZB(CRX),DWI00005487
岷山村卫生所第一分所（杨文泰）,SCWSSDYFSYWT,DWI00007158
庙前村卫生所第三分所（叶爱勤）,MQCWSSDSFSYAQ,DWI00006702
庙前村卫生所第四分所（欧阳敏）,MQCWSSDSFSOYM,DWI00006703
彭泽县黄乐林场卫生所（闵建华）,PZXHLLCWSSJH,DWI00006572
抚州市临川区大岗百康平价大药房,FZSLCQDGBKPJDYF,DWI00017610
新淡村卫生所二组分所（吴治国）,XDCWSSEZFSWZG,DWI00007333
日新村卫生所四组分所（齐志国）,RXCWSSSZFSQZG,DWI00007203
朝阳村卫生所第三分所（王宜树）,CYCWSSDSFSWYS,DWI00007223
柳术村卫生所第三分所（金文峰）,LSCWSSDSFSJWF,DWI00007156
樟树市鹿江街道社区卫生服务中心,ZSSLJJDSQWSFWZX,DWI00000132
欧阳绳宗中西医诊所（欧阳绳宗）,OYSZZXYZSOYSZ,DWI00007166
江西欣涛医药有限公司唱凯配送站,JXXTYYYXGSCKPSZ,DWI00021014
江西省医药集团新余公司姚圩药店,JXSYYJTXYGSYYD,DWI00015560
江西省靖安县香田乡红岗村卫生所,JXSJAXXTXHGCWSS,DWI00002517
洎阳街办镇东村卫生所（童安文）,YJBZDCWSSTAW,DWI00008512
涌山枫林村卫生所医疗点（李林）,YSFLCWSSYLDLL,DWI00008145
渝水区新钢公园南村福仁堂大药房,YSQXGGYNCFRTDYF,DWI00008535
罗城镇罗城村卫生所卢世林医疗点,LCZLCCWSSLSLYLD,DWI00004156
赣州医药有限责任公司红旗大药房,GZYYYXZRGSHQDYF,DWI00020122
赣州市民康大药房,GZSMKDYF,DWI00014430
遂川县三春大药房,SCXSCDYF,DWI00014738
铅山县罗家桥药店,QSXLJQYD,DWI00002036
陈骏西医内科诊所,CJXYNKZS,DWI00010202
靖安县益仁堂药店,JAXYRTYD,DWI00002484
高安市建民大药房,GASJMDYF,DWI00000889
高安市百福堂药店,GASBFTYD,DWI00020620
鹰潭市康惠大药房,YTSKHDYF,DWI00008317
鹰潭市鑫泰大药房,YTSTDYF,DWI00003147
黄土岗中心卫生所,HTGZXWSS,DWI00018480
黄坑村第一卫生所,HKCDYWSS,DWI00007869
于都县车溪卫生院*,YDXCXWSY*,DWI00017365
余干县家家好药房*,YGXJJHYF*,DWI00005439
余干县康尔乐药房*,YGXKELYF*,DWI00004497
吉安县百家大药房*,JAXBJDYF*,DWI00001666
新干县康馨大药房*,XGXKDYF*,DWI00020720
新干县春天大药房*,XGXCTDYF*,DWI00017117
泰和县马市镇药铺*,THXMSZYP*,DWI00019273
玉山县百草堂药房*,YSXBCTYF*,DWI00013729
南康龙兴药店(龙岭),NKLXYD(LL),DWI00019945
双港村卫生所(刘江),SGCWSS(LJ),DWI00006795
窑边村卫生所(钟南),YBCWSS(ZN),DWI00019309
金钱坝村卫生所(三),JQBCWSS(S),DWI00020574
黑虎卫生所(刘卫强),HHWSS(LWQ),DWI00005899
万安县涧田夏氏药店,WAXJTXSYD,DWI00018638
万安县百加大众药店,WAXBJDZYD,DWI00000982
万安县韶口太平药店,WAXSKTPYD,DWI00002727
万安县高陂诚民药店,WAXGCMYD,DWI00002522
彭泽县日光村卫生所第二分所（时荣元）,PZXRGCWSSDEFSSRY,DWI00006770
江西老百姓大药房连锁有限公司（停用）,JXLBXDYFLSYXGSTY,DWI00006343
沙河经济技术开发区庐北社区卫生服务站,SHJJJSKFQLBSQWSFWZ,DWI00009942
瑞金市沙洲坝镇官山村卫生所（杨文群）,RJSSZBZGSCWSSYWQ,DWI00009409
赣州经济技术开发区黄金社区卫生服务站,GZJJJSKFQHJSQWSFWZ,DWI00019867
高家官庄村卫生所新田医疗点（许志毅）,GJGZCWSSXTYLDXZY,DWI00008886
大山村卫生所余晖行诊室,DSCWSSYXZS,DWI00020371
珠湖乡铺田村吴少林诊室,ZHXPTCWSLZS,DWI00018547
红英村卫生所胡建胜诊室,HYCWSSHJSZS,DWI00001660
袁河办送桥村第四卫生所,YHBSQCDSWSS,DWI00014877
东乡县医药公司虎形山药店,DXXYYGSHXSYD,DWI00001579
众卜界首卫生所（马怡平）,ZBJSWSSMP,DWI00001442
吉安市吉州区百姓堂大药房,JASJZQBXTDYF,DWI00009666
宁都县田头镇华尔康大药房,NDXTTZHEKDYF,DWI00018308
广丰县排山村卫生所(周小敏),GFXPSCWSS(ZXM),DWI00002168
招携镇港田村卫生所(刘忠辉),ZXZGTCWSS(LZH),DWI00015252
永修县常青大药房,YXXCQDYF,DWI00013556
永新县健康大药房,YXXJKDYF,DWI00015448
湖口县张青卫生院,HKXZQWSY,DWI00011127
湖口县钟山大药房,HKXZSDYF,DWI00008641
澄村吴华闵卫生所,CCWHWSS,DWI00002101
炉村卫生所（二）,LCWSSE,DWI00003539
瑞昌市九九大药房,RCSJJDYF,DWI00012811
瑞昌市流庄卫生院,RCSLZWSY,DWI00019133
瑞金市中山大药房,RJSZSDYF,DWI00008296
瑞金市昌立大药房,RJSCLDYF,DWI00009807
瑞金市益欣大药房,RJSYXDYF,DWI00009075
瑞金市赛康大药房,RJSSKDYF,DWI00006207
田心村卫生室一所,TXCWSSYS,DWI00018714
白沙桥村委卫生所,BSQCWWSS,DWI00004353
相城镇杨柳坪诊所,XCZYLPZS,DWI00020619
金州村卫生所(张生发),JZCWSS(ZSF),DWI00007211
花亭村卫生所孟祥发卫生室,HTCWSSMXFWSS,DWI00021668
赣县韩坊乡大营村卫生三所,GXHFXDYCWSSS,DWI00021659
徐步村卫生所陈新国诊室(余),XBCWSSCXGZS(Y),DWI00013793
界埠乡湖田村卫生室(许建坤),JBXHTCWSS(XJK),DWI00023894
分宜县钤山西路济仁堂大药房,FYXSXLJRTDYF,DWI00024166
虞家河乡大桥村卫生所(虞功旺),YJHXDQCWSS(YGW),DWI00016405
上饶市平安大药房有限责任公司,SRSPADYFYXZRGS,DWI00022869
广丰县占畈村卫生所（王枝楠）,GFXZCWSSWZ,DWI00002133
宜春市开心医药连锁有限公司,YCSKXYYLSYXGS,DWI00017497
宜春市神农堂大药房朝阳分店,YCSSNTDYFCYFD,DWI00005868
广丰县吴村东塘周金海卫生所,GFXWCDTZJHWSS,DWI00004067
广丰县湖边卫生所（姚明视）,GFXHBWSSYMS,DWI00003097
抚州市临川区九鼎平价大药房,FZSLCQJDPJDYF,DWI00015899
抚州市临川区五泰居健康药房,FZSLCQWTJJKYF,DWI00019005
抚州市临川区腾桥华盛大药房,FZSLCQTQHSDYF,DWI00003366
抚州市临川区荣山聚仁堂药店,FZSLCQRSJRTYD,DWI00004437
新余市渝水区医药学会门诊部,XYSYSQYYXHMZB,DWI00003772
景德镇市昌江区红十字会医院,JDZSCJQHSZHYY,DWI00019535
杨梓镇居委会卫生所第六分所,YZJWHWSSDLFS,DWI00016648
江西林生堂医药连锁有限公司,JXLSTYYLSYXGS,DWI00001035
江西玖玖同欣大药房有限公司,JXJJTXDYFYXGS,DWI00018950
江西益丰大药房连锁有限公司,JXYFDYFLSYXGS,DWI00016004
江西省靖安县电力新村卫生所,JXSJAXDLXCWSS,DWI00002475
洛口镇河东新村卫生所（二）,LKZHDXCWSSE,DWI00018154
流泗镇郭先赐诊所（郭志纯）,LZGXCZSGZC,DWI00008486
涌山东岗村卫生所（胡维国）,YSDGCWSSHWG,DWI00007621
涌山东岗村卫生所（邱海生）,YSDGCWSSQHS,DWI00004360
涌山枫林村卫生所（汪志文）,YSFLCWSSWZW,DWI00007622
渝水区团结西路新扬名大药房,YSQTJXLXYMDYF,DWI00007913
湖口东风村卫生所（段红斌）,HKDFCWSSDHB,DWI00008671
湖口红星村卫生所（聂雄斌）,HKHXCWSSNXB,DWI00008218
潞田镇楼下村卫生所（黄鹏）,LTZLXCWSSHP,DWI00018183
玉山县普爱中西医结合门诊部,YSXPAZXYJHMZB,DWI00000901
玉山县白云镇家乐药店（连）,YSXBYZJLYDL,DWI00002478
河东中心卫生院青原医疗点,HDZXWSYQYYLD,DWI00010567
泗洲镇胡家畈晓辉西医诊所,ZZHJXHXYZS,DWI00008861
泰和县澄江镇杏岭村卫生所,THXCJZXLCWSS,DWI00019259
泰和县螺溪镇清江成美药店,THXLXZQJCMYD,DWI00001524
湖口江桥乡曹淑琴西医诊所,HKJQXCSQXYZS,DWI00010422
潭头乡杨梅江村卫生室一所,TTXYMJCWSSYS,DWI00019285
瑞昌市码头镇德仁堂大药房,RCSMTZDRTDYF,DWI00008539
瑞昌市花园乡大畈头村药店,RCSHYXDTCYD,DWI00008195
白马山村卫生所吴发芝诊室,BMSCWSSWFZZS,DWI00020516
窑头镇窑头村卫生所    (何),YTZYTCWSS    (H),DWI00017794
罗坊村卫生所潘贵元医疗点,LFCWSSPGYYLD,DWI00003638
草林村卫生所叶振河医疗点,CLCWSSYZHYLD,DWI00000356
萍乡市春天大药房有限公司,PXSCTDYFYXGS,DWI00010170
赣县南塘镇清溪村健民药店,GXNTZQXCJMYD,DWI00019932
赣州市高校区华尔康大药房,GZSGXQHEKDYF,DWI00009948
金溪县琅琚镇枫山村卫生室,JXXLZFSCWSS,DWI00001760
金溪县秀谷镇杨坊村卫生所,JXXXGZYFCWSS,DWI00002445
铁石口镇建华村第四卫生所,TSKZJHCDSWSS,DWI00019706
锞子岭卫生所徐小明卫生室,ZLWSSXXMWSS,DWI00017393
长山龙村卫生所王世万诊室,CSLCWSSWSWZS,DWI00020526
靖安县中源乡三坪村卫生所,JAXZYXSPCWSS,DWI00019709
靖安县中源乡脑上村卫生所,JAXZYXNSCWSS,DWI00019240
靖安县仁首镇莲塘村卫生所,JAXRSZLTCWSS,DWI00009148
靖安县水口乡青山村卫生所,JAXSKXQSCWSS,DWI00009157
靖安县罗湾乡塘埠村卫生所,JAXLWXTBCWSS,DWI00016071
高家圩村卫生所计秀凤诊室,GJCWSSJXFZS,DWI00020354
高家圩村卫生所高天员诊室,GJCWSSGTYZS,DWI00020355
鹰潭市健康大药房有限公司,YTSJKDYFYXGS,DWI00018816
